Region,Age,Gender,Smoke,BMI,Risk,SBP
Western Europe,45-49,M,Smoker,30-35,12,140-159
Western Europe,45-49,M,Smoker,30-35,9,120-139
Western Europe,45-49,M,Smoker,30-35,7,<120
Western Europe,40-44,M,Smoker,30-35,20,>=180
Western Europe,40-44,M,Smoker,30-35,14,160-179
Western Europe,40-44,M,Smoker,30-35,10,140-159
Western Europe,40-44,M,Smoker,30-35,7,120-139
Western Europe,40-44,M,Smoker,30-35,5,<120
Central Europe,70-74,M,Smoker,30-35,56,>=180
Central Europe,70-74,M,Smoker,30-35,46,160-179
Central Europe,70-74,M,Smoker,30-35,38,140-159
Central Europe,70-74,M,Smoker,30-35,30,120-139
Central Europe,70-74,M,Smoker,30-35,24,<120
Central Europe,65-69,M,Smoker,30-35,49,>=180
Central Europe,65-69,M,Smoker,30-35,39,160-179
Central Europe,65-69,M,Smoker,30-35,31,140-159
Central Europe,65-69,M,Smoker,30-35,24,120-139
Central Europe,65-69,M,Smoker,30-35,19,<120
Central Europe,60-64,M,Smoker,30-35,42,>=180
Central Europe,60-64,M,Smoker,30-35,33,160-179
Central Europe,60-64,M,Smoker,30-35,25,140-159
Central Europe,60-64,M,Smoker,30-35,19,120-139
Central Europe,60-64,M,Smoker,30-35,14,<120
Central Europe,55-59,M,Smoker,30-35,36,>=180
Central Europe,55-59,M,Smoker,30-35,27,160-179
Central Europe,55-59,M,Smoker,30-35,20,140-159
Central Europe,55-59,M,Smoker,30-35,15,120-139
Central Europe,55-59,M,Smoker,30-35,11,<120
Central Europe,50-54,M,Smoker,30-35,31,>=180
Central Europe,50-54,M,Smoker,30-35,22,160-179
Central Europe,50-54,M,Smoker,30-35,16,140-159
Central Europe,50-54,M,Smoker,30-35,11,120-139
Central Europe,50-54,M,Smoker,30-35,8,<120
Central Europe,45-49,M,Smoker,30-35,26,>=180
Central Europe,45-49,M,Smoker,30-35,18,160-179
Central Europe,45-49,M,Smoker,30-35,13,140-159
Central Europe,45-49,M,Smoker,30-35,9,120-139
Central Europe,45-49,M,Smoker,30-35,6,<120
Central Europe,40-44,M,Smoker,30-35,22,>=180
Central Europe,40-44,M,Smoker,30-35,15,160-179
Central Europe,40-44,M,Smoker,30-35,10,140-159
Central Europe,40-44,M,Smoker,30-35,7,120-139
Central Europe,40-44,M,Smoker,30-35,4,<120
Eastern Europe,70-74,M,Smoker,30-35,53,>=180
Eastern Europe,70-74,M,Smoker,30-35,46,160-179
Eastern Europe,70-74,M,Smoker,30-35,40,140-159
Eastern Europe,70-74,M,Smoker,30-35,34,120-139
Eastern Europe,70-74,M,Smoker,30-35,29,<120
Eastern Europe,65-69,M,Smoker,30-35,48,>=180
Eastern Europe,65-69,M,Smoker,30-35,41,160-179
Eastern Europe,65-69,M,Smoker,30-35,34,140-159
Eastern Europe,65-69,M,Smoker,30-35,28,120-139
Eastern Europe,65-69,M,Smoker,30-35,23,<120
Eastern Europe,60-64,M,Smoker,30-35,43,>=180
Eastern Europe,60-64,M,Smoker,30-35,36,160-179
Eastern Europe,60-64,M,Smoker,30-35,29,140-159
Eastern Europe,60-64,M,Smoker,30-35,24,120-139
Eastern Europe,60-64,M,Smoker,30-35,19,<120
Eastern Europe,55-59,M,Smoker,30-35,38,>=180
Eastern Europe,55-59,M,Smoker,30-35,31,160-179
Eastern Europe,55-59,M,Smoker,30-35,25,140-159
Eastern Europe,55-59,M,Smoker,30-35,20,120-139
Eastern Europe,55-59,M,Smoker,30-35,16,<120
Eastern Europe,50-54,M,Smoker,30-35,34,>=180
Eastern Europe,50-54,M,Smoker,30-35,27,160-179
Eastern Europe,50-54,M,Smoker,30-35,21,140-159
Eastern Europe,50-54,M,Smoker,30-35,16,120-139
Eastern Europe,50-54,M,Smoker,30-35,13,<120
Eastern Europe,45-49,M,Smoker,30-35,30,>=180
Eastern Europe,45-49,M,Smoker,30-35,23,160-179
Eastern Europe,45-49,M,Smoker,30-35,18,140-159
Eastern Europe,45-49,M,Smoker,30-35,14,120-139
Eastern Europe,45-49,M,Smoker,30-35,10,<120
Eastern Europe,40-44,M,Smoker,30-35,27,>=180
Eastern Europe,40-44,M,Smoker,30-35,20,160-179
Eastern Europe,40-44,M,Smoker,30-35,15,140-159
Eastern Europe,40-44,M,Smoker,30-35,11,120-139
Eastern Europe,40-44,M,Smoker,30-35,8,<120
Oceania,70-74,M,Smoker,30-35,37,>=180
Oceania,70-74,M,Smoker,30-35,31,160-179
Oceania,70-74,M,Smoker,30-35,26,140-159
Oceania,70-74,M,Smoker,30-35,22,120-139
Oceania,70-74,M,Smoker,30-35,19,<120
Oceania,65-69,M,Smoker,30-35,33,>=180
Oceania,65-69,M,Smoker,30-35,27,160-179
Oceania,65-69,M,Smoker,30-35,22,140-159
Oceania,65-69,M,Smoker,30-35,18,120-139
Oceania,65-69,M,Smoker,30-35,15,<120
Oceania,60-64,M,Smoker,30-35,29,>=180
Oceania,60-64,M,Smoker,30-35,23,160-179
Oceania,60-64,M,Smoker,30-35,19,140-159
Oceania,60-64,M,Smoker,30-35,15,120-139
Oceania,60-64,M,Smoker,30-35,12,<120
Oceania,55-59,M,Smoker,30-35,26,>=180
Oceania,55-59,M,Smoker,30-35,20,160-179
Oceania,55-59,M,Smoker,30-35,16,140-159
Oceania,55-59,M,Smoker,30-35,13,120-139
Oceania,55-59,M,Smoker,30-35,10,<120
Oceania,50-54,M,Smoker,30-35,23,>=180
Oceania,50-54,M,Smoker,30-35,17,160-179
Oceania,50-54,M,Smoker,30-35,13,140-159
Oceania,50-54,M,Smoker,30-35,10,120-139
Oceania,50-54,M,Smoker,30-35,8,<120
Oceania,45-49,M,Smoker,30-35,20,>=180
Oceania,45-49,M,Smoker,30-35,15,160-179
Oceania,45-49,M,Smoker,30-35,11,140-159
Oceania,45-49,M,Smoker,30-35,8,120-139
Oceania,45-49,M,Smoker,30-35,6,<120
Oceania,40-44,M,Smoker,30-35,17,>=180
Oceania,40-44,M,Smoker,30-35,13,160-179
Oceania,40-44,M,Smoker,30-35,9,140-159
Oceania,40-44,M,Smoker,30-35,7,120-139
Oceania,40-44,M,Smoker,30-35,5,<120
Australasia,70-74,M,Smoker,30-35,42,>=180
Australasia,70-74,M,Smoker,30-35,35,160-179
Australasia,70-74,M,Smoker,30-35,30,140-159
Australasia,70-74,M,Smoker,30-35,25,120-139
Australasia,70-74,M,Smoker,30-35,21,<120
Australasia,65-69,M,Smoker,30-35,37,>=180
Australasia,65-69,M,Smoker,30-35,31,160-179
Australasia,65-69,M,Smoker,30-35,25,140-159
Australasia,65-69,M,Smoker,30-35,21,120-139
Australasia,65-69,M,Smoker,30-35,17,<120
Australasia,60-64,M,Smoker,30-35,33,>=180
Australasia,60-64,M,Smoker,30-35,27,160-179
Australasia,60-64,M,Smoker,30-35,21,140-159
Australasia,60-64,M,Smoker,30-35,17,120-139
Australasia,60-64,M,Smoker,30-35,14,<120
Australasia,55-59,M,Smoker,30-35,29,>=180
Australasia,55-59,M,Smoker,30-35,23,160-179
Australasia,55-59,M,Smoker,30-35,18,140-159
Australasia,55-59,M,Smoker,30-35,14,120-139
Australasia,55-59,M,Smoker,30-35,11,<120
Australasia,50-54,M,Smoker,30-35,25,>=180
Australasia,50-54,M,Smoker,30-35,20,160-179
Australasia,50-54,M,Smoker,30-35,15,140-159
Australasia,50-54,M,Smoker,30-35,12,120-139
Australasia,50-54,M,Smoker,30-35,9,<120
Australasia,45-49,M,Smoker,30-35,22,>=180
Australasia,45-49,M,Smoker,30-35,17,160-179
Australasia,45-49,M,Smoker,30-35,13,140-159
Australasia,45-49,M,Smoker,30-35,10,120-139
Australasia,45-49,M,Smoker,30-35,7,<120
Australasia,40-44,M,Smoker,30-35,19,>=180
Australasia,40-44,M,Smoker,30-35,15,160-179
Australasia,40-44,M,Smoker,30-35,11,140-159
Australasia,40-44,M,Smoker,30-35,8,120-139
Australasia,40-44,M,Smoker,30-35,6,<120
North Afrika and Middle East,70-74,M,Smoker,>=35,60,>=180
North Afrika and Middle East,70-74,M,Smoker,>=35,52,160-179
North Afrika and Middle East,70-74,M,Smoker,>=35,45,140-159
North Afrika and Middle East,70-74,M,Smoker,>=35,38,120-139
North Afrika and Middle East,70-74,M,Smoker,>=35,32,<120
North Afrika and Middle East,65-69,M,Smoker,>=35,55,>=180
North Afrika and Middle East,65-69,M,Smoker,>=35,47,160-179
North Afrika and Middle East,65-69,M,Smoker,>=35,39,140-159
North Afrika and Middle East,65-69,M,Smoker,>=35,32,120-139
North Afrika and Middle East,65-69,M,Smoker,>=35,26,<120
North Afrika and Middle East,60-64,M,Smoker,>=35,50,>=180
North Afrika and Middle East,60-64,M,Smoker,>=35,41,160-179
North Afrika and Middle East,60-64,M,Smoker,>=35,34,140-159
North Afrika and Middle East,60-64,M,Smoker,>=35,27,120-139
North Afrika and Middle East,60-64,M,Smoker,>=35,22,<120
North Afrika and Middle East,55-59,M,Smoker,>=35,45,>=180
North Afrika and Middle East,55-59,M,Smoker,>=35,37,160-179
North Afrika and Middle East,55-59,M,Smoker,>=35,29,140-159
North Afrika and Middle East,55-59,M,Smoker,>=35,23,120-139
North Afrika and Middle East,55-59,M,Smoker,>=35,18,<120
North Afrika and Middle East,50-54,M,Smoker,>=35,41,>=180
North Afrika and Middle East,50-54,M,Smoker,>=35,32,160-179
North Afrika and Middle East,50-54,M,Smoker,>=35,25,140-159
North Afrika and Middle East,50-54,M,Smoker,>=35,19,120-139
North Afrika and Middle East,50-54,M,Smoker,>=35,15,<120
North Afrika and Middle East,45-49,M,Smoker,>=35,37,>=180
North Afrika and Middle East,45-49,M,Smoker,>=35,28,160-179
North Afrika and Middle East,45-49,M,Smoker,>=35,21,140-159
North Afrika and Middle East,45-49,M,Smoker,>=35,16,120-139
North Afrika and Middle East,45-49,M,Smoker,>=35,12,<120
North Afrika and Middle East,40-44,M,Smoker,>=35,33,>=180
North Afrika and Middle East,40-44,M,Smoker,>=35,25,160-179
North Afrika and Middle East,40-44,M,Smoker,>=35,18,140-159
North Afrika and Middle East,40-44,M,Smoker,>=35,13,120-139
North Afrika and Middle East,40-44,M,Smoker,>=35,10,<120
Central Sub-Saharan Africa,70-74,M,Smoker,>=35,39,>=180
Central Sub-Saharan Africa,70-74,M,Smoker,>=35,33,160-179
Central Sub-Saharan Africa,70-74,M,Smoker,>=35,28,140-159
Central Sub-Saharan Africa,70-74,M,Smoker,>=35,23,120-139
Central Sub-Saharan Africa,70-74,M,Smoker,>=35,19,<120
Central Sub-Saharan Africa,65-69,M,Smoker,>=35,35,>=180
Central Sub-Saharan Africa,65-69,M,Smoker,>=35,29,160-179
Central Sub-Saharan Africa,65-69,M,Smoker,>=35,24,140-159
Central Sub-Saharan Africa,65-69,M,Smoker,>=35,19,120-139
Central Sub-Saharan Africa,65-69,M,Smoker,>=35,15,<120
Central Sub-Saharan Africa,60-64,M,Smoker,>=35,32,>=180
Central Sub-Saharan Africa,60-64,M,Smoker,>=35,25,160-179
Central Sub-Saharan Africa,60-64,M,Smoker,>=35,20,140-159
Central Sub-Saharan Africa,60-64,M,Smoker,>=35,16,120-139
Central Sub-Saharan Africa,60-64,M,Smoker,>=35,13,<120
Central Sub-Saharan Africa,55-59,M,Smoker,>=35,28,>=180
Central Sub-Saharan Africa,55-59,M,Smoker,>=35,22,160-179
Central Sub-Saharan Africa,55-59,M,Smoker,>=35,17,140-159
Central Sub-Saharan Africa,55-59,M,Smoker,>=35,13,120-139
Central Sub-Saharan Africa,55-59,M,Smoker,>=35,10,<120
Central Sub-Saharan Africa,50-54,M,Smoker,>=35,25,>=180
Central Sub-Saharan Africa,50-54,M,Smoker,>=35,19,160-179
Central Sub-Saharan Africa,50-54,M,Smoker,>=35,15,140-159
Central Sub-Saharan Africa,50-54,M,Smoker,>=35,11,120-139
Central Sub-Saharan Africa,50-54,M,Smoker,>=35,8,<120
Central Sub-Saharan Africa,45-49,M,Smoker,>=35,22,>=180
Central Sub-Saharan Africa,45-49,M,Smoker,>=35,17,160-179
Central Sub-Saharan Africa,45-49,M,Smoker,>=35,12,140-159
Central Sub-Saharan Africa,45-49,M,Smoker,>=35,9,120-139
Central Sub-Saharan Africa,45-49,M,Smoker,>=35,7,<120
Central Sub-Saharan Africa,40-44,M,Smoker,>=35,19,>=180
Central Sub-Saharan Africa,40-44,M,Smoker,>=35,14,160-179
Central Sub-Saharan Africa,40-44,M,Smoker,>=35,10,140-159
Central Sub-Saharan Africa,40-44,M,Smoker,>=35,7,120-139
Central Sub-Saharan Africa,40-44,M,Smoker,>=35,5,<120
Eastern Sub-Saharan Africa,70-74,M,Smoker,>=35,38,>=180
Eastern Sub-Saharan Africa,70-74,M,Smoker,>=35,32,160-179
Eastern Sub-Saharan Africa,70-74,M,Smoker,>=35,27,140-159
Eastern Sub-Saharan Africa,70-74,M,Smoker,>=35,22,120-139
Eastern Sub-Saharan Africa,70-74,M,Smoker,>=35,18,<120
Eastern Sub-Saharan Africa,65-69,M,Smoker,>=35,34,>=180
Eastern Sub-Saharan Africa,65-69,M,Smoker,>=35,28,160-179
Eastern Sub-Saharan Africa,65-69,M,Smoker,>=35,23,140-159
Eastern Sub-Saharan Africa,65-69,M,Smoker,>=35,18,120-139
Eastern Sub-Saharan Africa,65-69,M,Smoker,>=35,15,<120
Eastern Sub-Saharan Africa,60-64,M,Smoker,>=35,30,>=180
Eastern Sub-Saharan Africa,60-64,M,Smoker,>=35,24,160-179
Eastern Sub-Saharan Africa,60-64,M,Smoker,>=35,19,140-159
Eastern Sub-Saharan Africa,60-64,M,Smoker,>=35,15,120-139
Eastern Sub-Saharan Africa,60-64,M,Smoker,>=35,12,<120
Eastern Sub-Saharan Africa,55-59,M,Smoker,>=35,27,>=180
Eastern Sub-Saharan Africa,55-59,M,Smoker,>=35,21,160-179
Eastern Sub-Saharan Africa,55-59,M,Smoker,>=35,16,140-159
Eastern Sub-Saharan Africa,55-59,M,Smoker,>=35,13,120-139
Eastern Sub-Saharan Africa,55-59,M,Smoker,>=35,10,<120
Eastern Sub-Saharan Africa,50-54,M,Smoker,>=35,24,>=180
Eastern Sub-Saharan Africa,50-54,M,Smoker,>=35,18,160-179
Eastern Sub-Saharan Africa,50-54,M,Smoker,>=35,14,140-159
Eastern Sub-Saharan Africa,50-54,M,Smoker,>=35,10,120-139
Eastern Sub-Saharan Africa,50-54,M,Smoker,>=35,8,<120
Eastern Sub-Saharan Africa,45-49,M,Smoker,>=35,21,>=180
Eastern Sub-Saharan Africa,45-49,M,Smoker,>=35,16,160-179
Eastern Sub-Saharan Africa,45-49,M,Smoker,>=35,12,140-159
Eastern Sub-Saharan Africa,45-49,M,Smoker,>=35,9,120-139
Eastern Sub-Saharan Africa,45-49,M,Smoker,>=35,6,<120
Eastern Sub-Saharan Africa,40-44,M,Smoker,>=35,19,>=180
Eastern Sub-Saharan Africa,40-44,M,Smoker,>=35,14,160-179
Eastern Sub-Saharan Africa,40-44,M,Smoker,>=35,10,140-159
Eastern Sub-Saharan Africa,40-44,M,Smoker,>=35,7,120-139
Eastern Sub-Saharan Africa,40-44,M,Smoker,>=35,5,<120
Southern Sub-Saharan Africa,70-74,M,Smoker,>=35,38,>=180
Southern Sub-Saharan Africa,70-74,M,Smoker,>=35,31,160-179
Southern Sub-Saharan Africa,70-74,M,Smoker,>=35,26,140-159
Southern Sub-Saharan Africa,70-74,M,Smoker,>=35,21,120-139
Southern Sub-Saharan Africa,70-74,M,Smoker,>=35,18,<120
Southern Sub-Saharan Africa,65-69,M,Smoker,>=35,34,>=180
Southern Sub-Saharan Africa,65-69,M,Smoker,>=35,27,160-179
Southern Sub-Saharan Africa,65-69,M,Smoker,>=35,22,140-159
Southern Sub-Saharan Africa,65-69,M,Smoker,>=35,18,120-139
Southern Sub-Saharan Africa,65-69,M,Smoker,>=35,14,<120
Southern Sub-Saharan Africa,60-64,M,Smoker,>=35,30,>=180
Southern Sub-Saharan Africa,60-64,M,Smoker,>=35,24,160-179
Southern Sub-Saharan Africa,60-64,M,Smoker,>=35,19,140-159
Southern Sub-Saharan Africa,60-64,M,Smoker,>=35,15,120-139
Southern Sub-Saharan Africa,60-64,M,Smoker,>=35,12,<120
Southern Sub-Saharan Africa,55-59,M,Smoker,>=35,26,>=180
Southern Sub-Saharan Africa,55-59,M,Smoker,>=35,21,160-179
Southern Sub-Saharan Africa,55-59,M,Smoker,>=35,16,140-159
Southern Sub-Saharan Africa,55-59,M,Smoker,>=35,12,120-139
Southern Sub-Saharan Africa,55-59,M,Smoker,>=35,9,<120
Southern Sub-Saharan Africa,50-54,M,Smoker,>=35,23,>=180
Southern Sub-Saharan Africa,50-54,M,Smoker,>=35,18,160-179
Southern Sub-Saharan Africa,50-54,M,Smoker,>=35,13,140-159
Southern Sub-Saharan Africa,50-54,M,Smoker,>=35,10,120-139
Southern Sub-Saharan Africa,50-54,M,Smoker,>=35,7,<120
Southern Sub-Saharan Africa,45-49,M,Smoker,>=35,21,>=180
Southern Sub-Saharan Africa,45-49,M,Smoker,>=35,15,160-179
Southern Sub-Saharan Africa,45-49,M,Smoker,>=35,11,140-159
Southern Sub-Saharan Africa,45-49,M,Smoker,>=35,8,120-139
Southern Sub-Saharan Africa,45-49,M,Smoker,>=35,6,<120
Southern Sub-Saharan Africa,40-44,M,Smoker,>=35,18,>=180
Southern Sub-Saharan Africa,40-44,M,Smoker,>=35,13,160-179
Southern Sub-Saharan Africa,40-44,M,Smoker,>=35,9,140-159
Southern Sub-Saharan Africa,40-44,M,Smoker,>=35,7,120-139
Southern Sub-Saharan Africa,40-44,M,Smoker,>=35,5,<120
Western Sub-Saharan Africa,70-74,M,Smoker,>=35,38,>=180
Western Sub-Saharan Africa,70-74,M,Smoker,>=35,32,160-179
Western Sub-Saharan Africa,70-74,M,Smoker,>=35,26,140-159
Western Sub-Saharan Africa,70-74,M,Smoker,>=35,21,120-139
Western Sub-Saharan Africa,70-74,M,Smoker,>=35,17,<120
Western Sub-Saharan Africa,65-69,M,Smoker,>=35,34,>=180
Western Sub-Saharan Africa,65-69,M,Smoker,>=35,27,160-179
Western Sub-Saharan Africa,65-69,M,Smoker,>=35,22,140-159
Western Sub-Saharan Africa,65-69,M,Smoker,>=35,18,120-139
Western Sub-Saharan Africa,65-69,M,Smoker,>=35,14,<120
Western Sub-Saharan Africa,60-64,M,Smoker,>=35,30,>=180
Western Sub-Saharan Africa,60-64,M,Smoker,>=35,24,160-179
Western Sub-Saharan Africa,60-64,M,Smoker,>=35,19,140-159
Western Sub-Saharan Africa,60-64,M,Smoker,>=35,15,120-139
Western Sub-Saharan Africa,60-64,M,Smoker,>=35,11,<120
Western Sub-Saharan Africa,55-59,M,Smoker,>=35,26,>=180
Western Sub-Saharan Africa,55-59,M,Smoker,>=35,20,160-179
Western Sub-Saharan Africa,55-59,M,Smoker,>=35,16,140-159
Western Sub-Saharan Africa,55-59,M,Smoker,>=35,12,120-139
Western Sub-Saharan Africa,55-59,M,Smoker,>=35,9,<120
Western Sub-Saharan Africa,50-54,M,Smoker,>=35,23,>=180
Western Sub-Saharan Africa,50-54,M,Smoker,>=35,18,160-179
Western Sub-Saharan Africa,50-54,M,Smoker,>=35,13,140-159
Western Sub-Saharan Africa,50-54,M,Smoker,>=35,10,120-139
Western Sub-Saharan Africa,50-54,M,Smoker,>=35,7,<120
Western Sub-Saharan Africa,45-49,M,Smoker,>=35,20,>=180
Western Sub-Saharan Africa,45-49,M,Smoker,>=35,15,160-179
Western Sub-Saharan Africa,45-49,M,Smoker,>=35,11,140-159
Western Sub-Saharan Africa,45-49,M,Smoker,>=35,8,120-139
Western Sub-Saharan Africa,45-49,M,Smoker,>=35,6,<120
Western Sub-Saharan Africa,40-44,M,Smoker,>=35,18,>=180
Western Sub-Saharan Africa,40-44,M,Smoker,>=35,13,160-179
Western Sub-Saharan Africa,40-44,M,Smoker,>=35,9,140-159
Western Sub-Saharan Africa,40-44,M,Smoker,>=35,6,120-139
Western Sub-Saharan Africa,40-44,M,Smoker,>=35,5,<120
Southern Latin America,70-74,M,Smoker,>=35,41,>=180
Southern Latin America,70-74,M,Smoker,>=35,35,160-179
Southern Latin America,70-74,M,Smoker,>=35,30,140-159
Southern Latin America,70-74,M,Smoker,>=35,25,120-139
Southern Latin America,70-74,M,Smoker,>=35,21,<120
Southern Latin America,65-69,M,Smoker,>=35,37,>=180
Southern Latin America,65-69,M,Smoker,>=35,31,160-179
Southern Latin America,65-69,M,Smoker,>=35,25,140-159
Southern Latin America,65-69,M,Smoker,>=35,21,120-139
Southern Latin America,65-69,M,Smoker,>=35,17,<120
Southern Latin America,60-64,M,Smoker,>=35,33,>=180
Southern Latin America,60-64,M,Smoker,>=35,27,160-179
Southern Latin America,60-64,M,Smoker,>=35,22,140-159
Southern Latin America,60-64,M,Smoker,>=35,18,120-139
Southern Latin America,60-64,M,Smoker,>=35,14,<120
Southern Latin America,55-59,M,Smoker,>=35,30,>=180
Southern Latin America,55-59,M,Smoker,>=35,24,160-179
Southern Latin America,55-59,M,Smoker,>=35,19,140-159
Southern Latin America,55-59,M,Smoker,>=35,15,120-139
Southern Latin America,55-59,M,Smoker,>=35,11,<120
Southern Latin America,50-54,M,Smoker,>=35,27,>=180
Southern Latin America,50-54,M,Smoker,>=35,21,160-179
Southern Latin America,50-54,M,Smoker,>=35,16,140-159
Southern Latin America,50-54,M,Smoker,>=35,12,120-139
Southern Latin America,50-54,M,Smoker,>=35,9,<120
Southern Latin America,45-49,M,Smoker,>=35,24,>=180
Southern Latin America,45-49,M,Smoker,>=35,18,160-179
Southern Latin America,45-49,M,Smoker,>=35,14,140-159
Southern Latin America,45-49,M,Smoker,>=35,10,120-139
Southern Latin America,45-49,M,Smoker,>=35,8,<120
Southern Latin America,40-44,M,Smoker,>=35,21,>=180
Southern Latin America,40-44,M,Smoker,>=35,16,160-179
Southern Latin America,40-44,M,Smoker,>=35,12,140-159
Southern Latin America,40-44,M,Smoker,>=35,9,120-139
Southern Latin America,40-44,M,Smoker,>=35,6,<120
High-Income North America,70-74,M,Smoker,>=35,47,>=180
High-Income North America,70-74,M,Smoker,>=35,40,160-179
High-Income North America,70-74,M,Smoker,>=35,35,140-159
High-Income North America,70-74,M,Smoker,>=35,29,120-139
High-Income North America,70-74,M,Smoker,>=35,25,<120
High-Income North America,65-69,M,Smoker,>=35,43,>=180
High-Income North America,65-69,M,Smoker,>=35,36,160-179
High-Income North America,65-69,M,Smoker,>=35,30,140-159
High-Income North America,65-69,M,Smoker,>=35,25,120-139
High-Income North America,65-69,M,Smoker,>=35,21,<120
High-Income North America,60-64,M,Smoker,>=35,39,>=180
High-Income North America,60-64,M,Smoker,>=35,32,160-179
High-Income North America,60-64,M,Smoker,>=35,26,140-159
High-Income North America,60-64,M,Smoker,>=35,22,120-139
High-Income North America,60-64,M,Smoker,>=35,17,<120
High-Income North America,55-59,M,Smoker,>=35,35,>=180
High-Income North America,55-59,M,Smoker,>=35,28,160-179
High-Income North America,55-59,M,Smoker,>=35,23,140-159
High-Income North America,55-59,M,Smoker,>=35,18,120-139
High-Income North America,55-59,M,Smoker,>=35,15,<120
High-Income North America,50-54,M,Smoker,>=35,32,>=180
High-Income North America,50-54,M,Smoker,>=35,25,160-179
High-Income North America,50-54,M,Smoker,>=35,20,140-159
High-Income North America,50-54,M,Smoker,>=35,16,120-139
High-Income North America,50-54,M,Smoker,>=35,12,<120
High-Income North America,45-49,M,Smoker,>=35,28,>=180
High-Income North America,45-49,M,Smoker,>=35,22,160-179
High-Income North America,45-49,M,Smoker,>=35,17,140-159
High-Income North America,45-49,M,Smoker,>=35,13,120-139
High-Income North America,45-49,M,Smoker,>=35,10,<120
High-Income North America,40-44,M,Smoker,>=35,26,>=180
High-Income North America,40-44,M,Smoker,>=35,20,160-179
High-Income North America,40-44,M,Smoker,>=35,15,140-159
High-Income North America,40-44,M,Smoker,>=35,11,120-139
High-Income North America,40-44,M,Smoker,>=35,9,<120
Caribbean,70-74,M,Smoker,>=35,39,>=180
Caribbean,70-74,M,Smoker,>=35,33,160-179
Caribbean,70-74,M,Smoker,>=35,27,140-159
Caribbean,70-74,M,Smoker,>=35,22,120-139
Caribbean,70-74,M,Smoker,>=35,18,<120
Caribbean,65-69,M,Smoker,>=35,35,>=180
Caribbean,65-69,M,Smoker,>=35,28,160-179
Caribbean,65-69,M,Smoker,>=35,23,140-159
Caribbean,65-69,M,Smoker,>=35,18,120-139
Caribbean,65-69,M,Smoker,>=35,14,<120
Caribbean,60-64,M,Smoker,>=35,31,>=180
Caribbean,60-64,M,Smoker,>=35,24,160-179
Caribbean,60-64,M,Smoker,>=35,19,140-159
Caribbean,60-64,M,Smoker,>=35,15,120-139
Caribbean,60-64,M,Smoker,>=35,12,<120
Caribbean,55-59,M,Smoker,>=35,27,>=180
Caribbean,55-59,M,Smoker,>=35,21,160-179
Caribbean,55-59,M,Smoker,>=35,16,140-159
Caribbean,55-59,M,Smoker,>=35,12,120-139
Caribbean,55-59,M,Smoker,>=35,9,<120
Caribbean,50-54,M,Smoker,>=35,24,>=180
Caribbean,50-54,M,Smoker,>=35,18,160-179
Caribbean,50-54,M,Smoker,>=35,14,140-159
Caribbean,50-54,M,Smoker,>=35,10,120-139
Caribbean,50-54,M,Smoker,>=35,7,<120
Caribbean,45-49,M,Smoker,>=35,21,>=180
Caribbean,45-49,M,Smoker,>=35,16,160-179
Caribbean,45-49,M,Smoker,>=35,11,140-159
Caribbean,45-49,M,Smoker,>=35,8,120-139
Caribbean,45-49,M,Smoker,>=35,6,<120
Caribbean,40-44,M,Smoker,>=35,19,>=180
Caribbean,40-44,M,Smoker,>=35,13,160-179
Caribbean,40-44,M,Smoker,>=35,9,140-159
Caribbean,40-44,M,Smoker,>=35,7,120-139
Caribbean,40-44,M,Smoker,>=35,5,<120
Andean Latin America,70-74,M,Smoker,>=35,29,>=180
Andean Latin America,70-74,M,Smoker,>=35,25,160-179
Andean Latin America,70-74,M,Smoker,>=35,20,140-159
Andean Latin America,70-74,M,Smoker,>=35,17,120-139
Andean Latin America,70-74,M,Smoker,>=35,14,<120
Andean Latin America,65-69,M,Smoker,>=35,26,>=180
Andean Latin America,65-69,M,Smoker,>=35,21,160-179
Andean Latin America,65-69,M,Smoker,>=35,17,140-159
Andean Latin America,65-69,M,Smoker,>=35,14,120-139
Andean Latin America,65-69,M,Smoker,>=35,11,<120
Andean Latin America,60-64,M,Smoker,>=35,23,>=180
Andean Latin America,60-64,M,Smoker,>=35,19,160-179
Andean Latin America,60-64,M,Smoker,>=35,15,140-159
Andean Latin America,60-64,M,Smoker,>=35,12,120-139
Andean Latin America,60-64,M,Smoker,>=35,9,<120
Andean Latin America,55-59,M,Smoker,>=35,21,>=180
Andean Latin America,55-59,M,Smoker,>=35,16,160-179
Andean Latin America,55-59,M,Smoker,>=35,12,140-159
Andean Latin America,55-59,M,Smoker,>=35,10,120-139
Andean Latin America,55-59,M,Smoker,>=35,7,<120
Andean Latin America,50-54,M,Smoker,>=35,18,>=180
Andean Latin America,50-54,M,Smoker,>=35,14,160-179
Andean Latin America,50-54,M,Smoker,>=35,11,140-159
Andean Latin America,50-54,M,Smoker,>=35,8,120-139
Andean Latin America,50-54,M,Smoker,>=35,6,<120
Andean Latin America,45-49,M,Smoker,>=35,16,>=180
Andean Latin America,45-49,M,Smoker,>=35,12,160-179
Andean Latin America,45-49,M,Smoker,>=35,9,140-159
Andean Latin America,45-49,M,Smoker,>=35,7,120-139
Andean Latin America,45-49,M,Smoker,>=35,5,<120
Andean Latin America,40-44,M,Smoker,>=35,14,>=180
Andean Latin America,40-44,M,Smoker,>=35,10,160-179
Andean Latin America,40-44,M,Smoker,>=35,7,140-159
Andean Latin America,40-44,M,Smoker,>=35,5,120-139
