Region,Age,DM,Gender,Smoke,CHOL,Risk,SBP
High-Income North America,70-74,No,M,Smoker,>=7,41,160-179
High-Income North America,70-74,No,M,Smoker,>=7,35,140-159
High-Income North America,70-74,No,M,Smoker,>=7,30,120-139
High-Income North America,70-74,No,M,Smoker,>=7,26,<120
High-Income North America,65-69,No,M,Smoker,>=7,42,>=180
High-Income North America,65-69,No,M,Smoker,>=7,36,160-179
High-Income North America,65-69,No,M,Smoker,>=7,30,140-159
High-Income North America,65-69,No,M,Smoker,>=7,26,120-139
High-Income North America,65-69,No,M,Smoker,>=7,21,<120
High-Income North America,60-64,No,M,Smoker,>=7,37,>=180
High-Income North America,60-64,No,M,Smoker,>=7,31,160-179
High-Income North America,60-64,No,M,Smoker,>=7,26,140-159
High-Income North America,60-64,No,M,Smoker,>=7,21,120-139
High-Income North America,60-64,No,M,Smoker,>=7,18,<120
High-Income North America,55-59,No,M,Smoker,>=7,33,>=180
High-Income North America,55-59,No,M,Smoker,>=7,27,160-179
High-Income North America,55-59,No,M,Smoker,>=7,22,140-159
High-Income North America,55-59,No,M,Smoker,>=7,18,120-139
High-Income North America,55-59,No,M,Smoker,>=7,15,<120
High-Income North America,50-54,No,M,Smoker,>=7,29,>=180
High-Income North America,50-54,No,M,Smoker,>=7,24,160-179
High-Income North America,50-54,No,M,Smoker,>=7,19,140-159
High-Income North America,50-54,No,M,Smoker,>=7,15,120-139
High-Income North America,50-54,No,M,Smoker,>=7,12,<120
High-Income North America,45-49,No,M,Smoker,>=7,26,>=180
High-Income North America,45-49,No,M,Smoker,>=7,20,160-179
High-Income North America,45-49,No,M,Smoker,>=7,16,140-159
High-Income North America,45-49,No,M,Smoker,>=7,13,120-139
High-Income North America,45-49,No,M,Smoker,>=7,10,<120
High-Income North America,40-44,No,M,Smoker,>=7,23,>=180
High-Income North America,40-44,No,M,Smoker,>=7,18,160-179
High-Income North America,40-44,No,M,Smoker,>=7,14,140-159
High-Income North America,40-44,No,M,Smoker,>=7,11,120-139
High-Income North America,40-44,No,M,Smoker,>=7,8,<120
High-Income North America,70-74,Yes,M,Smoker,>=7,58,>=180
High-Income North America,70-74,Yes,M,Smoker,>=7,51,160-179
High-Income North America,70-74,Yes,M,Smoker,>=7,45,140-159
High-Income North America,70-74,Yes,M,Smoker,>=7,39,120-139
High-Income North America,70-74,Yes,M,Smoker,>=7,34,<120
High-Income North America,65-69,Yes,M,Smoker,>=7,55,>=180
High-Income North America,65-69,Yes,M,Smoker,>=7,48,160-179
High-Income North America,65-69,Yes,M,Smoker,>=7,41,140-159
High-Income North America,65-69,Yes,M,Smoker,>=7,35,120-139
High-Income North America,65-69,Yes,M,Smoker,>=7,30,<120
High-Income North America,60-64,Yes,M,Smoker,>=7,52,>=180
High-Income North America,60-64,Yes,M,Smoker,>=7,44,160-179
High-Income North America,60-64,Yes,M,Smoker,>=7,37,140-159
High-Income North America,60-64,Yes,M,Smoker,>=7,31,120-139
High-Income North America,60-64,Yes,M,Smoker,>=7,26,<120
High-Income North America,55-59,Yes,M,Smoker,>=7,48,>=180
High-Income North America,55-59,Yes,M,Smoker,>=7,41,160-179
High-Income North America,55-59,Yes,M,Smoker,>=7,34,140-159
High-Income North America,55-59,Yes,M,Smoker,>=7,28,120-139
High-Income North America,55-59,Yes,M,Smoker,>=7,23,<120
High-Income North America,50-54,Yes,M,Smoker,>=7,45,>=180
High-Income North America,50-54,Yes,M,Smoker,>=7,37,160-179
High-Income North America,50-54,Yes,M,Smoker,>=7,31,140-159
High-Income North America,50-54,Yes,M,Smoker,>=7,25,120-139
High-Income North America,50-54,Yes,M,Smoker,>=7,20,<120
High-Income North America,45-49,Yes,M,Smoker,>=7,42,>=180
High-Income North America,45-49,Yes,M,Smoker,>=7,34,160-179
High-Income North America,45-49,Yes,M,Smoker,>=7,28,140-159
High-Income North America,45-49,Yes,M,Smoker,>=7,22,120-139
High-Income North America,45-49,Yes,M,Smoker,>=7,18,<120
High-Income North America,40-44,Yes,M,Smoker,>=7,39,>=180
High-Income North America,40-44,Yes,M,Smoker,>=7,32,160-179
High-Income North America,40-44,Yes,M,Smoker,>=7,25,140-159
High-Income North America,40-44,Yes,M,Smoker,>=7,20,120-139
High-Income North America,40-44,Yes,M,Smoker,>=7,15,<120
Caribbean,70-74,No,M,Smoker,>=7,40,>=180
Caribbean,70-74,No,M,Smoker,>=7,33,160-179
Caribbean,70-74,No,M,Smoker,>=7,28,140-159
Caribbean,70-74,No,M,Smoker,>=7,23,120-139
Caribbean,70-74,No,M,Smoker,>=7,19,<120
Caribbean,65-69,No,M,Smoker,>=7,34,>=180
Caribbean,65-69,No,M,Smoker,>=7,28,160-179
Caribbean,65-69,No,M,Smoker,>=7,23,140-159
Caribbean,65-69,No,M,Smoker,>=7,19,120-139
Caribbean,65-69,No,M,Smoker,>=7,15,<120
Caribbean,60-64,No,M,Smoker,>=7,30,>=180
Caribbean,60-64,No,M,Smoker,>=7,24,160-179
Caribbean,60-64,No,M,Smoker,>=7,19,140-159
Caribbean,60-64,No,M,Smoker,>=7,15,120-139
Caribbean,60-64,No,M,Smoker,>=7,12,<120
Caribbean,55-59,No,M,Smoker,>=7,26,>=180
Caribbean,55-59,No,M,Smoker,>=7,20,160-179
Caribbean,55-59,No,M,Smoker,>=7,16,140-159
Caribbean,55-59,No,M,Smoker,>=7,12,120-139
Caribbean,55-59,No,M,Smoker,>=7,9,<120
Caribbean,50-54,No,M,Smoker,>=7,22,>=180
Caribbean,50-54,No,M,Smoker,>=7,17,160-179
Caribbean,50-54,No,M,Smoker,>=7,13,140-159
Caribbean,50-54,No,M,Smoker,>=7,10,120-139
Caribbean,50-54,No,M,Smoker,>=7,7,<120
Caribbean,45-49,No,M,Smoker,>=7,19,>=180
Caribbean,45-49,No,M,Smoker,>=7,14,160-179
Caribbean,45-49,No,M,Smoker,>=7,11,140-159
Caribbean,45-49,No,M,Smoker,>=7,8,120-139
Caribbean,45-49,No,M,Smoker,>=7,6,<120
Caribbean,40-44,No,M,Smoker,>=7,16,>=180
Caribbean,40-44,No,M,Smoker,>=7,12,160-179
Caribbean,40-44,No,M,Smoker,>=7,9,140-159
Caribbean,40-44,No,M,Smoker,>=7,6,120-139
Caribbean,40-44,No,M,Smoker,>=7,5,<120
Caribbean,70-74,Yes,M,Smoker,>=7,52,>=180
Caribbean,70-74,Yes,M,Smoker,>=7,45,160-179
Caribbean,70-74,Yes,M,Smoker,>=7,38,140-159
Caribbean,70-74,Yes,M,Smoker,>=7,32,120-139
Caribbean,70-74,Yes,M,Smoker,>=7,27,<120
Caribbean,65-69,Yes,M,Smoker,>=7,49,>=180
Caribbean,65-69,Yes,M,Smoker,>=7,41,160-179
Caribbean,65-69,Yes,M,Smoker,>=7,34,140-159
Caribbean,65-69,Yes,M,Smoker,>=7,28,120-139
Caribbean,65-69,Yes,M,Smoker,>=7,23,<120
Caribbean,60-64,Yes,M,Smoker,>=7,45,>=180
Caribbean,60-64,Yes,M,Smoker,>=7,37,160-179
Caribbean,60-64,Yes,M,Smoker,>=7,30,140-159
Caribbean,60-64,Yes,M,Smoker,>=7,24,120-139
Caribbean,60-64,Yes,M,Smoker,>=7,19,<120
Caribbean,55-59,Yes,M,Smoker,>=7,41,>=180
Caribbean,55-59,Yes,M,Smoker,>=7,33,160-179
Caribbean,55-59,Yes,M,Smoker,>=7,27,140-159
Caribbean,55-59,Yes,M,Smoker,>=7,21,120-139
Caribbean,55-59,Yes,M,Smoker,>=7,16,<120
Caribbean,50-54,Yes,M,Smoker,>=7,38,>=180
Caribbean,50-54,Yes,M,Smoker,>=7,30,160-179
Caribbean,50-54,Yes,M,Smoker,>=7,24,140-159
Caribbean,50-54,Yes,M,Smoker,>=7,18,120-139
Caribbean,50-54,Yes,M,Smoker,>=7,14,<120
Caribbean,45-49,Yes,M,Smoker,>=7,35,>=180
Caribbean,45-49,Yes,M,Smoker,>=7,27,160-179
Caribbean,45-49,Yes,M,Smoker,>=7,21,140-159
Caribbean,45-49,Yes,M,Smoker,>=7,16,120-139
Caribbean,45-49,Yes,M,Smoker,>=7,12,<120
Caribbean,40-44,Yes,M,Smoker,>=7,32,>=180
Caribbean,40-44,Yes,M,Smoker,>=7,24,160-179
Caribbean,40-44,Yes,M,Smoker,>=7,18,140-159
Caribbean,40-44,Yes,M,Smoker,>=7,14,120-139
Caribbean,40-44,Yes,M,Smoker,>=7,10,<120
Andean Latin America,70-74,No,M,Smoker,>=7,30,>=180
Andean Latin America,70-74,No,M,Smoker,>=7,25,160-179
Andean Latin America,70-74,No,M,Smoker,>=7,21,140-159
Andean Latin America,70-74,No,M,Smoker,>=7,18,120-139
Andean Latin America,70-74,No,M,Smoker,>=7,15,<120
Andean Latin America,65-69,No,M,Smoker,>=7,26,>=180
Andean Latin America,65-69,No,M,Smoker,>=7,21,160-179
Andean Latin America,65-69,No,M,Smoker,>=7,18,140-159
Andean Latin America,65-69,No,M,Smoker,>=7,14,120-139
Andean Latin America,65-69,No,M,Smoker,>=7,12,<120
Andean Latin America,60-64,No,M,Smoker,>=7,23,>=180
Andean Latin America,60-64,No,M,Smoker,>=7,18,160-179
Andean Latin America,60-64,No,M,Smoker,>=7,15,140-159
Andean Latin America,60-64,No,M,Smoker,>=7,12,120-139
Andean Latin America,60-64,No,M,Smoker,>=7,9,<120
Andean Latin America,55-59,No,M,Smoker,>=7,19,>=180
Andean Latin America,55-59,No,M,Smoker,>=7,15,160-179
Andean Latin America,55-59,No,M,Smoker,>=7,12,140-159
Andean Latin America,55-59,No,M,Smoker,>=7,10,120-139
Andean Latin America,55-59,No,M,Smoker,>=7,7,<120
Andean Latin America,50-54,No,M,Smoker,>=7,17,>=180
Andean Latin America,50-54,No,M,Smoker,>=7,13,160-179
Andean Latin America,50-54,No,M,Smoker,>=7,10,140-159
Andean Latin America,50-54,No,M,Smoker,>=7,8,120-139
Andean Latin America,50-54,No,M,Smoker,>=7,6,<120
Andean Latin America,45-49,No,M,Smoker,>=7,14,>=180
Andean Latin America,45-49,No,M,Smoker,>=7,11,160-179
Andean Latin America,45-49,No,M,Smoker,>=7,8,140-159
Andean Latin America,45-49,No,M,Smoker,>=7,6,120-139
Andean Latin America,45-49,No,M,Smoker,>=7,5,<120
Andean Latin America,40-44,No,M,Smoker,>=7,12,>=180
Andean Latin America,40-44,No,M,Smoker,>=7,9,160-179
Andean Latin America,40-44,No,M,Smoker,>=7,7,140-159
Andean Latin America,40-44,No,M,Smoker,>=7,5,120-139
Andean Latin America,40-44,No,M,Smoker,>=7,4,<120
Andean Latin America,70-74,Yes,M,Smoker,>=7,40,>=180
Andean Latin America,70-74,Yes,M,Smoker,>=7,34,160-179
Andean Latin America,70-74,Yes,M,Smoker,>=7,29,140-159
Andean Latin America,70-74,Yes,M,Smoker,>=7,24,120-139
Andean Latin America,70-74,Yes,M,Smoker,>=7,20,<120
Andean Latin America,65-69,Yes,M,Smoker,>=7,37,>=180
Andean Latin America,65-69,Yes,M,Smoker,>=7,31,160-179
Andean Latin America,65-69,Yes,M,Smoker,>=7,26,140-159
Andean Latin America,65-69,Yes,M,Smoker,>=7,21,120-139
Andean Latin America,65-69,Yes,M,Smoker,>=7,17,<120
Andean Latin America,60-64,Yes,M,Smoker,>=7,34,>=180
Andean Latin America,60-64,Yes,M,Smoker,>=7,28,160-179
Andean Latin America,60-64,Yes,M,Smoker,>=7,23,140-159
Andean Latin America,60-64,Yes,M,Smoker,>=7,18,120-139
Andean Latin America,60-64,Yes,M,Smoker,>=7,15,<120
Andean Latin America,55-59,Yes,M,Smoker,>=7,31,>=180
Andean Latin America,55-59,Yes,M,Smoker,>=7,25,160-179
Andean Latin America,55-59,Yes,M,Smoker,>=7,20,140-159
Andean Latin America,55-59,Yes,M,Smoker,>=7,16,120-139
Andean Latin America,55-59,Yes,M,Smoker,>=7,13,<120
Andean Latin America,50-54,Yes,M,Smoker,>=7,29,>=180
Andean Latin America,50-54,Yes,M,Smoker,>=7,23,160-179
Andean Latin America,50-54,Yes,M,Smoker,>=7,18,140-159
Andean Latin America,50-54,Yes,M,Smoker,>=7,14,120-139
Andean Latin America,50-54,Yes,M,Smoker,>=7,11,<120
Andean Latin America,45-49,Yes,M,Smoker,>=7,27,>=180
Andean Latin America,45-49,Yes,M,Smoker,>=7,21,160-179
Andean Latin America,45-49,Yes,M,Smoker,>=7,16,140-159
Andean Latin America,45-49,Yes,M,Smoker,>=7,12,120-139
Andean Latin America,45-49,Yes,M,Smoker,>=7,9,<120
Andean Latin America,40-44,Yes,M,Smoker,>=7,24,>=180
Andean Latin America,40-44,Yes,M,Smoker,>=7,19,160-179
Andean Latin America,40-44,Yes,M,Smoker,>=7,14,140-159
Andean Latin America,40-44,Yes,M,Smoker,>=7,10,120-139
Andean Latin America,40-44,Yes,M,Smoker,>=7,8,<120
Central Latin America,70-74,No,M,Smoker,>=7,35,>=180
Central Latin America,70-74,No,M,Smoker,>=7,29,160-179
Central Latin America,70-74,No,M,Smoker,>=7,24,140-159
Central Latin America,70-74,No,M,Smoker,>=7,20,120-139
Central Latin America,70-74,No,M,Smoker,>=7,17,<120
Central Latin America,65-69,No,M,Smoker,>=7,30,>=180
Central Latin America,65-69,No,M,Smoker,>=7,25,160-179
Central Latin America,65-69,No,M,Smoker,>=7,20,140-159
Central Latin America,65-69,No,M,Smoker,>=7,16,120-139
Central Latin America,65-69,No,M,Smoker,>=7,13,<120
Central Latin America,60-64,No,M,Smoker,>=7,26,>=180
Central Latin America,60-64,No,M,Smoker,>=7,21,160-179
Central Latin America,60-64,No,M,Smoker,>=7,17,140-159
Central Latin America,60-64,No,M,Smoker,>=7,13,120-139
Central Latin America,60-64,No,M,Smoker,>=7,11,<120
Central Latin America,55-59,No,M,Smoker,>=7,22,>=180
Central Latin America,55-59,No,M,Smoker,>=7,18,160-179
Central Latin America,55-59,No,M,Smoker,>=7,14,140-159
Central Latin America,55-59,No,M,Smoker,>=7,11,120-139
Central Latin America,55-59,No,M,Smoker,>=7,8,<120
Central Latin America,50-54,No,M,Smoker,>=7,19,>=180
Central Latin America,50-54,No,M,Smoker,>=7,15,160-179
Central Latin America,50-54,No,M,Smoker,>=7,11,140-159
Central Latin America,50-54,No,M,Smoker,>=7,9,120-139
Central Latin America,50-54,No,M,Smoker,>=7,7,<120
Central Latin America,45-49,No,M,Smoker,>=7,17,>=180
Central Latin America,45-49,No,M,Smoker,>=7,12,160-179
Central Latin America,45-49,No,M,Smoker,>=7,9,140-159
Central Latin America,45-49,No,M,Smoker,>=7,7,120-139
Central Latin America,45-49,No,M,Smoker,>=7,5,<120
Central Latin America,40-44,No,M,Smoker,>=7,14,>=180
Central Latin America,40-44,No,M,Smoker,>=7,10,160-179
Central Latin America,40-44,No,M,Smoker,>=7,8,140-159
Central Latin America,40-44,No,M,Smoker,>=7,6,120-139
Central Latin America,40-44,No,M,Smoker,>=7,4,<120
Central Latin America,70-74,Yes,M,Smoker,>=7,47,>=180
Central Latin America,70-74,Yes,M,Smoker,>=7,40,160-179
Central Latin America,70-74,Yes,M,Smoker,>=7,34,140-159
Central Latin America,70-74,Yes,M,Smoker,>=7,28,120-139
Central Latin America,70-74,Yes,M,Smoker,>=7,24,<120
Central Latin America,65-69,Yes,M,Smoker,>=7,43,>=180
Central Latin America,65-69,Yes,M,Smoker,>=7,36,160-179
Central Latin America,65-69,Yes,M,Smoker,>=7,30,140-159
Central Latin America,65-69,Yes,M,Smoker,>=7,25,120-139
Central Latin America,65-69,Yes,M,Smoker,>=7,20,<120
Central Latin America,60-64,Yes,M,Smoker,>=7,40,>=180
Central Latin America,60-64,Yes,M,Smoker,>=7,33,160-179
Central Latin America,60-64,Yes,M,Smoker,>=7,27,140-159
Central Latin America,60-64,Yes,M,Smoker,>=7,21,120-139
Central Latin America,60-64,Yes,M,Smoker,>=7,17,<120
Central Latin America,55-59,Yes,M,Smoker,>=7,37,>=180
Central Latin America,55-59,Yes,M,Smoker,>=7,30,160-179
Central Latin America,55-59,Yes,M,Smoker,>=7,24,140-159
Central Latin America,55-59,Yes,M,Smoker,>=7,19,120-139
Central Latin America,55-59,Yes,M,Smoker,>=7,15,<120
Central Latin America,50-54,Yes,M,Smoker,>=7,34,>=180
Central Latin America,50-54,Yes,M,Smoker,>=7,27,160-179
Central Latin America,50-54,Yes,M,Smoker,>=7,21,140-159
Central Latin America,50-54,Yes,M,Smoker,>=7,16,120-139
Central Latin America,50-54,Yes,M,Smoker,>=7,12,<120
Central Latin America,45-49,Yes,M,Smoker,>=7,31,>=180
Central Latin America,45-49,Yes,M,Smoker,>=7,24,160-179
Central Latin America,45-49,Yes,M,Smoker,>=7,18,140-159
Central Latin America,45-49,Yes,M,Smoker,>=7,14,120-139
Central Latin America,45-49,Yes,M,Smoker,>=7,11,<120
Central Latin America,40-44,Yes,M,Smoker,>=7,28,>=180
Central Latin America,40-44,Yes,M,Smoker,>=7,21,160-179
Central Latin America,40-44,Yes,M,Smoker,>=7,16,140-159
Central Latin America,40-44,Yes,M,Smoker,>=7,12,120-139
Central Latin America,40-44,Yes,M,Smoker,>=7,9,<120
Tropical Latin America,70-74,No,M,Smoker,>=7,31,>=180
Tropical Latin America,70-74,No,M,Smoker,>=7,26,160-179
Tropical Latin America,70-74,No,M,Smoker,>=7,22,140-159
Tropical Latin America,70-74,No,M,Smoker,>=7,18,120-139
Tropical Latin America,70-74,No,M,Smoker,>=7,15,<120
Tropical Latin America,65-69,No,M,Smoker,>=7,27,>=180
Tropical Latin America,65-69,No,M,Smoker,>=7,22,160-179
Tropical Latin America,65-69,No,M,Smoker,>=7,18,140-159
Tropical Latin America,65-69,No,M,Smoker,>=7,15,120-139
Tropical Latin America,65-69,No,M,Smoker,>=7,12,<120
Tropical Latin America,60-64,No,M,Smoker,>=7,23,>=180
Tropical Latin America,60-64,No,M,Smoker,>=7,19,160-179
Tropical Latin America,60-64,No,M,Smoker,>=7,15,140-159
Tropical Latin America,60-64,No,M,Smoker,>=7,12,120-139
Tropical Latin America,60-64,No,M,Smoker,>=7,10,<120
Tropical Latin America,55-59,No,M,Smoker,>=7,20,>=180
Tropical Latin America,55-59,No,M,Smoker,>=7,16,160-179
Tropical Latin America,55-59,No,M,Smoker,>=7,13,140-159
Tropical Latin America,55-59,No,M,Smoker,>=7,10,120-139
Tropical Latin America,55-59,No,M,Smoker,>=7,8,<120
Tropical Latin America,50-54,No,M,Smoker,>=7,18,>=180
Tropical Latin America,50-54,No,M,Smoker,>=7,14,160-179
Tropical Latin America,50-54,No,M,Smoker,>=7,11,140-159
Tropical Latin America,50-54,No,M,Smoker,>=7,8,120-139
Tropical Latin America,50-54,No,M,Smoker,>=7,6,<120
Tropical Latin America,45-49,No,M,Smoker,>=7,15,>=180
Tropical Latin America,45-49,No,M,Smoker,>=7,12,160-179
Tropical Latin America,45-49,No,M,Smoker,>=7,9,140-159
Tropical Latin America,45-49,No,M,Smoker,>=7,7,120-139
Tropical Latin America,45-49,No,M,Smoker,>=7,5,<120
Tropical Latin America,40-44,No,M,Smoker,>=7,13,>=180
Tropical Latin America,40-44,No,M,Smoker,>=7,10,160-179
Tropical Latin America,40-44,No,M,Smoker,>=7,7,140-159
Tropical Latin America,40-44,No,M,Smoker,>=7,6,120-139
Tropical Latin America,40-44,No,M,Smoker,>=7,4,<120
Tropical Latin America,70-74,Yes,M,Smoker,>=7,40,>=180
Tropical Latin America,70-74,Yes,M,Smoker,>=7,34,160-179
Tropical Latin America,70-74,Yes,M,Smoker,>=7,29,140-159
Tropical Latin America,70-74,Yes,M,Smoker,>=7,25,120-139
Tropical Latin America,70-74,Yes,M,Smoker,>=7,21,<120
Tropical Latin America,65-69,Yes,M,Smoker,>=7,37,>=180
Tropical Latin America,65-69,Yes,M,Smoker,>=7,31,160-179
Tropical Latin America,65-69,Yes,M,Smoker,>=7,26,140-159
Tropical Latin America,65-69,Yes,M,Smoker,>=7,22,120-139
Tropical Latin America,65-69,Yes,M,Smoker,>=7,18,<120
Tropical Latin America,60-64,Yes,M,Smoker,>=7,34,>=180
Tropical Latin America,60-64,Yes,M,Smoker,>=7,28,160-179
Tropical Latin America,60-64,Yes,M,Smoker,>=7,23,140-159
Tropical Latin America,60-64,Yes,M,Smoker,>=7,19,120-139
Tropical Latin America,60-64,Yes,M,Smoker,>=7,15,<120
Tropical Latin America,55-59,Yes,M,Smoker,>=7,32,>=180
Tropical Latin America,55-59,Yes,M,Smoker,>=7,26,160-179
Tropical Latin America,55-59,Yes,M,Smoker,>=7,21,140-159
Tropical Latin America,55-59,Yes,M,Smoker,>=7,16,120-139
Tropical Latin America,55-59,Yes,M,Smoker,>=7,13,<120
Tropical Latin America,50-54,Yes,M,Smoker,>=7,29,>=180
Tropical Latin America,50-54,Yes,M,Smoker,>=7,23,160-179
Tropical Latin America,50-54,Yes,M,Smoker,>=7,18,140-159
Tropical Latin America,50-54,Yes,M,Smoker,>=7,14,120-139
Tropical Latin America,50-54,Yes,M,Smoker,>=7,11,<120
Tropical Latin America,45-49,Yes,M,Smoker,>=7,27,>=180
Tropical Latin America,45-49,Yes,M,Smoker,>=7,21,160-179
Tropical Latin America,45-49,Yes,M,Smoker,>=7,16,140-159
Tropical Latin America,45-49,Yes,M,Smoker,>=7,12,120-139
Tropical Latin America,45-49,Yes,M,Smoker,>=7,10,<120
Tropical Latin America,40-44,Yes,M,Smoker,>=7,25,>=180
Tropical Latin America,40-44,Yes,M,Smoker,>=7,19,160-179
Tropical Latin America,40-44,Yes,M,Smoker,>=7,14,140-159
Tropical Latin America,40-44,Yes,M,Smoker,>=7,11,120-139
Tropical Latin America,40-44,Yes,M,Smoker,>=7,8,<120
East Asia,70-74,No,M,Smoker,>=7,52,>=180
East Asia,70-74,No,M,Smoker,>=7,44,160-179
East Asia,70-74,No,M,Smoker,>=7,36,140-159
East Asia,70-74,No,M,Smoker,>=7,30,120-139
East Asia,70-74,No,M,Smoker,>=7,24,<120
East Asia,65-69,No,M,Smoker,>=7,45,>=180
East Asia,65-69,No,M,Smoker,>=7,37,160-179
East Asia,65-69,No,M,Smoker,>=7,30,140-159
East Asia,65-69,No,M,Smoker,>=7,24,120-139
East Asia,65-69,No,M,Smoker,>=7,19,<120
East Asia,60-64,No,M,Smoker,>=7,39,>=180
East Asia,60-64,No,M,Smoker,>=7,31,160-179
East Asia,60-64,No,M,Smoker,>=7,24,140-159
East Asia,60-64,No,M,Smoker,>=7,19,120-139
East Asia,60-64,No,M,Smoker,>=7,14,<120
East Asia,55-59,No,M,Smoker,>=7,33,>=180
East Asia,55-59,No,M,Smoker,>=7,25,160-179
East Asia,55-59,No,M,Smoker,>=7,19,140-159
East Asia,55-59,No,M,Smoker,>=7,14,120-139
East Asia,55-59,No,M,Smoker,>=7,11,<120
East Asia,50-54,No,M,Smoker,>=7,28,>=180
East Asia,50-54,No,M,Smoker,>=7,21,160-179
East Asia,50-54,No,M,Smoker,>=7,15,140-159
East Asia,50-54,No,M,Smoker,>=7,11,120-139
East Asia,50-54,No,M,Smoker,>=7,8,<120
East Asia,45-49,No,M,Smoker,>=7,24,>=180
East Asia,45-49,No,M,Smoker,>=7,17,160-179
East Asia,45-49,No,M,Smoker,>=7,12,140-159
East Asia,45-49,No,M,Smoker,>=7,9,120-139
East Asia,45-49,No,M,Smoker,>=7,6,<120
East Asia,40-44,No,M,Smoker,>=7,20,>=180
East Asia,40-44,No,M,Smoker,>=7,14,160-179
East Asia,40-44,No,M,Smoker,>=7,10,140-159
East Asia,40-44,No,M,Smoker,>=7,7,120-139
East Asia,40-44,No,M,Smoker,>=7,5,<120
East Asia,70-74,Yes,M,Smoker,>=7,65,>=180
East Asia,70-74,Yes,M,Smoker,>=7,56,160-179
East Asia,70-74,Yes,M,Smoker,>=7,47,140-159
East Asia,70-74,Yes,M,Smoker,>=7,39,120-139
East Asia,70-74,Yes,M,Smoker,>=7,32,<120
East Asia,65-69,Yes,M,Smoker,>=7,60,>=180
East Asia,65-69,Yes,M,Smoker,>=7,51,160-179
East Asia,65-69,Yes,M,Smoker,>=7,42,140-159
East Asia,65-69,Yes,M,Smoker,>=7,34,120-139
East Asia,65-69,Yes,M,Smoker,>=7,27,<120
East Asia,60-64,Yes,M,Smoker,>=7,56,>=180
East Asia,60-64,Yes,M,Smoker,>=7,46,160-179
East Asia,60-64,Yes,M,Smoker,>=7,37,140-159
East Asia,60-64,Yes,M,Smoker,>=7,29,120-139
East Asia,60-64,Yes,M,Smoker,>=7,23,<120
East Asia,55-59,Yes,M,Smoker,>=7,52,>=180
East Asia,55-59,Yes,M,Smoker,>=7,41,160-179
East Asia,55-59,Yes,M,Smoker,>=7,32,140-159
East Asia,55-59,Yes,M,Smoker,>=7,25,120-139
East Asia,55-59,Yes,M,Smoker,>=7,19,<120
East Asia,50-54,Yes,M,Smoker,>=7,48,>=180
East Asia,50-54,Yes,M,Smoker,>=7,37,160-179
East Asia,50-54,Yes,M,Smoker,>=7,28,140-159
East Asia,50-54,Yes,M,Smoker,>=7,21,120-139
East Asia,50-54,Yes,M,Smoker,>=7,16,<120
East Asia,45-49,Yes,M,Smoker,>=7,44,>=180
East Asia,45-49,Yes,M,Smoker,>=7,33,160-179
East Asia,45-49,Yes,M,Smoker,>=7,25,140-159
East Asia,45-49,Yes,M,Smoker,>=7,18,120-139
East Asia,45-49,Yes,M,Smoker,>=7,13,<120
East Asia,40-44,Yes,M,Smoker,>=7,40,>=180
East Asia,40-44,Yes,M,Smoker,>=7,30,160-179
East Asia,40-44,Yes,M,Smoker,>=7,21,140-159
East Asia,40-44,Yes,M,Smoker,>=7,15,120-139
East Asia,40-44,Yes,M,Smoker,>=7,11,<120
South Asia,70-74,No,M,Smoker,>=7,41,>=180
South Asia,70-74,No,M,Smoker,>=7,35,160-179
South Asia,70-74,No,M,Smoker,>=7,29,140-159
South Asia,70-74,No,M,Smoker,>=7,25,120-139
South Asia,70-74,No,M,Smoker,>=7,21,<120
South Asia,65-69,No,M,Smoker,>=7,36,>=180
South Asia,65-69,No,M,Smoker,>=7,30,160-179
South Asia,65-69,No,M,Smoker,>=7,25,140-159
South Asia,65-69,No,M,Smoker,>=7,20,120-139
South Asia,65-69,No,M,Smoker,>=7,17,<120
South Asia,60-64,No,M,Smoker,>=7,32,>=180
South Asia,60-64,No,M,Smoker,>=7,26,160-179
South Asia,60-64,No,M,Smoker,>=7,21,140-159
South Asia,60-64,No,M,Smoker,>=7,17,120-139
South Asia,60-64,No,M,Smoker,>=7,14,<120
South Asia,55-59,No,M,Smoker,>=7,27,>=180
South Asia,55-59,No,M,Smoker,>=7,22,160-179
South Asia,55-59,No,M,Smoker,>=7,18,140-159
South Asia,55-59,No,M,Smoker,>=7,14,120-139
South Asia,55-59,No,M,Smoker,>=7,11,<120
South Asia,50-54,No,M,Smoker,>=7,24,>=180
South Asia,50-54,No,M,Smoker,>=7,19,160-179
South Asia,50-54,No,M,Smoker,>=7,15,140-159
South Asia,50-54,No,M,Smoker,>=7,11,120-139
South Asia,50-54,No,M,Smoker,>=7,9,<120
South Asia,45-49,No,M,Smoker,>=7,21,>=180
South Asia,45-49,No,M,Smoker,>=7,16,160-179
South Asia,45-49,No,M,Smoker,>=7,12,140-159
South Asia,45-49,No,M,Smoker,>=7,9,120-139
South Asia,45-49,No,M,Smoker,>=7,7,<120
South Asia,40-44,No,M,Smoker,>=7,18,>=180
South Asia,40-44,No,M,Smoker,>=7,13,160-179
South Asia,40-44,No,M,Smoker,>=7,10,140-159
South Asia,40-44,No,M,Smoker,>=7,8,120-139
South Asia,40-44,No,M,Smoker,>=7,6,<120
South Asia,70-74,Yes,M,Smoker,>=7,54,>=180
South Asia,70-74,Yes,M,Smoker,>=7,47,160-179
South Asia,70-74,Yes,M,Smoker,>=7,40,140-159
